iter	Logloss
221	0.2441317205
222	0.2437362504
223	0.243585084
224	0.2433414889
225	0.2431006531
226	0.2428740049
227	0.2426757275
228	0.2423596925
229	0.2421156499
230	0.2419218415
231	0.2416958689
232	0.2415317248
233	0.241339844
234	0.2411876521
235	0.2409062226
236	0.240682758
237	0.2404782473
238	0.2403633256
239	0.240168321
240	0.2399894908
241	0.2398087049
242	0.2395453187
243	0.239259148
244	0.2389778797
245	0.238756582
246	0.2385344119
247	0.2382272202
248	0.237953463
249	0.2377307186
250	0.2373993599
251	0.2372524685
252	0.2370240517
253	0.2367934512
254	0.2366139393
255	0.2363885412
256	0.2362775649
257	0.2361724106
258	0.2358341105
259	0.2356095986
260	0.2354494502
261	0.2351202105
262	0.2348405275
263	0.2346506953
264	0.2344915556
265	0.2342162096
266	0.2341222409
267	0.2337898997
268	0.2335888986
269	0.2333325959
270	0.2332159191
271	0.2330849231
272	0.2328935122
273	0.2327055915
274	0.2324966419
275	0.2323795119
276	0.2320204564
277	0.2318829722
278	0.2317393733
279	0.2315936457
280	0.2313280611
281	0.2310594035
282	0.2308774316
283	0.2306238535
284	0.2304273835
285	0.2303114327
286	0.2300409259
287	0.2299031277
288	0.2297733917
289	0.2295879682
290	0.2294136326
291	0.2292257597
292	0.2291110369
293	0.2289420453
294	0.22878824
295	0.2285997916
296	0.2283954975
297	0.2282339142
298	0.2279808455
299	0.2278100639
300	0.2274942051
301	0.2273346886
302	0.2271489014
303	0.2270352347
304	0.2268999725
305	0.2266326403
306	0.2265238344
307	0.2261483105
308	0.2258657423
309	0.2256420237
310	0.2254770092
311	0.2252768341
312	0.2251708026
313	0.225055304
314	0.2248963405
315	0.2247463307
316	0.2245420921
317	0.2243527085
318	0.2241532285
319	0.2238684315
320	0.2237600054
321	0.2235278788
322	0.2233626179
323	0.2231868446
324	0.2228955319
325	0.222731318
326	0.2224918864
327	0.2223008889
328	0.2221248869
329	0.2220181856
330	0.2219041356
331	0.2217792528
332	0.2215663142
333	0.221364806
334	0.2211504708
335	0.2209479063
336	0.2208578074
337	0.2205720672
338	0.2204322257
339	0.2201664958
340	0.220034057
341	0.2199014742
342	0.2197433348
343	0.2195804407
344	0.2193885715
345	0.2192519727
346	0.2191166916
347	0.218810611
348	0.2186274948
349	0.2182511935
350	0.2181448216
351	0.2179453911
352	0.2177583945
353	0.2175948041
354	0.2173638325
355	0.2172738912
356	0.216987727
357	0.2167698496
358	0.2165866913
359	0.2164090069
360	0.2161207322
361	0.2159559057
362	0.2157756172
363	0.2155510504
364	0.2151956147
365	0.2150426838
366	0.2148607434
367	0.2147432561
368	0.2145930393
369	0.2144077011
370	0.2141514727
371	0.2138221097
372	0.2136346848
373	0.2134561315
374	0.2132789447
375	0.2131755097
376	0.212946157
377	0.2128257317
378	0.2126841287
379	0.212476048
380	0.2123452374
381	0.2122147147
382	0.2119975292
383	0.2118342364
384	0.2116543965
385	0.2113343245
386	0.2111493642
387	0.2110505931
388	0.2108417723
389	0.2106742375
390	0.2105107513
391	0.2103562949
392	0.2101131058
393	0.2100064286
394	0.2098469825
395	0.2096212557
396	0.2094558307
397	0.209374264
398	0.2092648378
399	0.2091174007
400	0.2089526544
401	0.208790407
402	0.2086207444
403	0.2085018834
404	0.2083381304
405	0.2081912034
406	0.2080113682
407	0.2078755498
408	0.2075827052
409	0.2073977102
410	0.2072411436
411	0.2070783516
412	0.2068378975
413	0.2066578576
414	0.2065490472
415	0.2064271095
416	0.2063272174
417	0.2062285656
418	0.2061312337
419	0.2060221764
420	0.2058467623
421	0.205743797
422	0.2055325164
423	0.205330865
424	0.2052087645
425	0.2051092855
426	0.2050094249
427	0.2047870396
428	0.2045891507
429	0.2044384532
430	0.2042756572
431	0.204113555
432	0.2039443637
433	0.2036957025
434	0.203584889
435	0.2033534669
436	0.2032141712
437	0.203094802
438	0.2029556936
439	0.202678476
440	0.2024640571
441	0.2023345801
442	0.2021425492
443	0.2019817627
444	0.2018099164
445	0.2015898232
446	0.2014937392
447	0.2013057941
448	0.2011084352
449	0.2009110598
450	0.2008274777
451	0.2006091298
452	0.2004578832
453	0.2003156291
454	0.2002004076
455	0.2000631725
456	0.1998892444
457	0.1998119327
458	0.1996799914
459	0.1995448401
460	0.1993311324
461	0.1992210123
462	0.199078567
463	0.1989594907
464	0.1988473752
465	0.1986691115
466	0.1985606662
467	0.1984207135
468	0.1982997705
469	0.1981922816
470	0.1980805239
471	0.1979484064
472	0.1978208622
473	0.1976647041
474	0.1974875675
475	0.197357355
476	0.197272946
477	0.1971487822
478	0.1969959816
479	0.1968794928
480	0.1967869775
481	0.1966422363
482	0.1965491425
483	0.1963894851
484	0.1962224243
485	0.1960656858
486	0.1959131241
487	0.195718507
488	0.1955813821
489	0.1954645806
490	0.1953651376
491	0.1952795215
492	0.1951806354
493	0.1950372215
494	0.1949409481
495	0.19478753
496	0.1946913967
497	0.1945466851
498	0.1944648301
499	0.194300481
500	0.1941526125
501	0.1940083582
502	0.1939302396
503	0.1937972542
504	0.1936600361
505	0.1935995443
506	0.1935037401
507	0.1933789918
508	0.1932279518
509	0.1931028953
510	0.1929890686
511	0.1927608444
512	0.1926890513
513	0.1926073893
514	0.192446097
515	0.1922847738
516	0.1920862604
517	0.1920131232
518	0.1918250338
519	0.1917520955
520	0.1916364357
521	0.1914833417
522	0.1913570859
523	0.1912692659
524	0.1911500734
525	0.1909781765
526	0.1907473272
527	0.1906325299
528	0.1904972146
529	0.1903523103
530	0.1902242731
531	0.1901175704
532	0.1899881356
533	0.1898895557
534	0.1897644341
535	0.1896083198
536	0.1895427823
537	0.189451367
538	0.1893670725
539	0.1892812425
540	0.1891624618
541	0.1890688779
542	0.1889149025
543	0.1887940863
544	0.1886982936
545	0.1885861072
546	0.1884700456
547	0.1884015872
548	0.1883088393
549	0.188152026
550	0.1880421895
551	0.187966247
552	0.1878560586
553	0.1877668678
554	0.1876298144
555	0.1874377705
556	0.1873161055
557	0.1872451325
558	0.1871660858
559	0.1870996061
560	0.1868398584
561	0.1867331004
562	0.186575436
563	0.186477298
564	0.1862907928
565	0.1862014324
566	0.186108109
567	0.1860289431
568	0.1859638426
569	0.1857908839
570	0.1856994259
571	0.1854316463
572	0.1852688631
573	0.1851626487
574	0.1850423319
575	0.1849765877
576	0.1848206549
577	0.184757306
578	0.1845869598
579	0.1844751849
580	0.1843943072
581	0.1843286728
582	0.1842147031
583	0.1839627971
584	0.1838344047
585	0.1837472733
586	0.1836229957
587	0.1835235931
588	0.1834648222
589	0.1832950815
590	0.1832541357
591	0.1831922093
592	0.1830868722
593	0.1829663734
594	0.1828262221
595	0.1827101071
596	0.1826389854
597	0.1825623382
598	0.1824435097
599	0.182365168
600	0.1822488443
601	0.1821415887
602	0.1820629958
603	0.1819140781
604	0.1818312218
605	0.1817248674
606	0.1816369812
607	0.1814960611
608	0.18137713
609	0.1813121396
610	0.1812437457
611	0.1811584785
612	0.1810604552
613	0.1809145407
614	0.1808135251
615	0.1805856697
616	0.1804565798
617	0.1802957628
618	0.1802529817
619	0.1801802136
620	0.1800475462
621	0.1798901675
622	0.1797302641
623	0.1795076718
624	0.1794045389
625	0.1793213077
626	0.1792062755
627	0.1791480147
628	0.1790734023
629	0.1789337618
630	0.1788086762
631	0.1787555032
632	0.1786240829
633	0.1784752579
634	0.1783553769
635	0.1782576311
636	0.1781786509
637	0.1781203812
638	0.1780321471
639	0.1779519819
640	0.1778236411
641	0.1776730321
642	0.1776323137
643	0.177540883
644	0.1774158644
645	0.1773397217
646	0.1772160007
647	0.1771348701
648	0.1770298093
649	0.1769513809
650	0.176866551
651	0.1767493107
652	0.1766550137
653	0.1765921358
654	0.1765007248
655	0.1762701744
656	0.1761799711
657	0.1761368231
658	0.1760422955
659	0.1759279779
660	0.1758676792
661	0.1757844101
662	0.1756484088
663	0.1755165597
664	0.1754317019
665	0.1752753123
666	0.1750989752
667	0.1750328209
668	0.1749851988
669	0.1748544701
670	0.1747305819
671	0.1746445431
672	0.1745128822
673	0.1744382707
674	0.174334022
675	0.1742437107
676	0.1741330498
677	0.1740331649
678	0.1739244889
679	0.1738290801
680	0.173662624
681	0.1735917054
682	0.1735351786
683	0.1734194867
684	0.1733546063
685	0.1733006815
686	0.1732195773
687	0.1731354921
688	0.173071434
689	0.1729830335
690	0.1729435232
691	0.1728371226
692	0.172721524
693	0.1726029103
694	0.1724943954
695	0.1724430312
696	0.1723640279
697	0.1722840141
698	0.1722041433
699	0.1721396178
700	0.1720527755
701	0.1720097731
702	0.17192428
703	0.1718537422
704	0.1717691947
705	0.1716892048
706	0.1716159501
707	0.1715073631
708	0.1714535727
709	0.1713941299
710	0.1713400791
711	0.1712756688
712	0.1711919817
713	0.1710936979
714	0.1709759016
715	0.1708810121
716	0.1708352691
717	0.1707352537
718	0.170661207
719	0.1705749616
720	0.170440078
721	0.1703732451
722	0.1702601991
723	0.1701326289
724	0.1700263826
725	0.169958186
726	0.1698559844
727	0.1697127179
728	0.1695763008
729	0.1694769065
730	0.1693417737
731	0.16911064
732	0.1689929217
733	0.1688648491
734	0.1687386599
735	0.1686410349
736	0.1685509008
737	0.1684003225
738	0.1683159583
739	0.1681990671
740	0.1680904444
741	0.1679975851
742	0.1679162612
743	0.1678449603
744	0.1677541421
745	0.1677276738
746	0.1676242566
747	0.1675308133
748	0.1674428543
749	0.1672462434
750	0.1672080814
751	0.1671651853
752	0.1670736464
753	0.1670237827
754	0.1669552864
755	0.1668714281
756	0.1668164698
757	0.1667495672
758	0.1666313633
759	0.1665231463
760	0.1663943952
761	0.1662699737
762	0.1661493439
763	0.1660562703
764	0.1659607561
765	0.1658843936
766	0.1658228847
767	0.165737995
768	0.1656976904
769	0.1656348072
770	0.1655597039
771	0.1654478162
772	0.1654007799
773	0.1653438706
774	0.1652723953
775	0.1651556955
776	0.1650501489
777	0.165005477
778	0.1649137104
779	0.1648233008
780	0.1647436019
781	0.1646901708
782	0.1645928517
783	0.1644986769
784	0.1644618458
785	0.1643745468
786	0.1642686905
787	0.1641561373
788	0.1641101954
789	0.1640667468
790	0.1640050293
791	0.1639437586
792	0.1638282133
793	0.1637839295
794	0.1637114401
795	0.1636691588
796	0.1635989817
797	0.1635376707
798	0.1634503922
799	0.1633200228
800	0.1632282912
801	0.1631459726
802	0.1630772669
803	0.1630128362
804	0.1629133635
805	0.1627556979
806	0.1626735112
807	0.1626376909
808	0.1625533294
809	0.162464163
810	0.1624168048
811	0.1623337385
812	0.1622654896
813	0.1622105371
814	0.1621444103
815	0.1620700016
816	0.1620011894
817	0.161918183
818	0.1618555534
819	0.1617682569
820	0.1616618885
821	0.1616028001
822	0.1614964304
823	0.1614151889
824	0.1613430181
825	0.1612388123
826	0.161117078
827	0.1610744006
828	0.1609968011
829	0.1608801004
830	0.1608043864
831	0.1605664042
832	0.1604623686
833	0.1603552605
834	0.1603234582
835	0.1602834473
836	0.160203384
837	0.1601726646
838	0.1600441673
839	0.159986368
840	0.1599300515
841	0.1598032608
842	0.1597115371
843	0.1596057706
844	0.1595041894
845	0.159473457
846	0.1593525516
847	0.1592753105
848	0.1592217236
849	0.1591666021
850	0.1590924668
851	0.1590116712
852	0.1589313564
853	0.1588363327
854	0.1587388639
855	0.1586524943
856	0.158581881
857	0.1585031187
858	0.1583914742
859	0.1582755261
860	0.1581913324
861	0.1581395732
862	0.1580270971
863	0.1578878482
864	0.1578353473
865	0.1577705154
866	0.1576665264
867	0.1575599852
868	0.1575028969
869	0.1573926432
870	0.1573243468
871	0.1572422027
872	0.1571511487
873	0.1570730955
874	0.1569927598
875	0.1569380958
876	0.1568804889
877	0.156831278
878	0.1567754544
879	0.1567338676
880	0.1566319442
881	0.1565528791
882	0.1565122694
883	0.1564312026
884	0.1563862184
885	0.1563413322
886	0.1562652739
887	0.1561760911
888	0.1560610115
889	0.1560023314
890	0.1559058893
891	0.1557728972
892	0.1557238874
893	0.1555964276
894	0.1555159955
895	0.1554601764
896	0.1553832813
897	0.1552867771
898	0.1552076997
899	0.1551190984
900	0.1550846027
901	0.1550147105
902	0.1549620185
903	0.1548873987
904	0.154806985
905	0.1547344402
906	0.1546541396
907	0.1545726365
908	0.1544821961
909	0.1544059157
910	0.1543549
911	0.1542698918
912	0.1541985597
913	0.1541539794
914	0.1540034105
915	0.1539740882
916	0.1538965416
917	0.1538208855
918	0.1537148005
919	0.1536205953
920	0.1535382868
921	0.1534622819
922	0.1533963485
923	0.153290726
924	0.1532440697
925	0.1531296853
926	0.1530641791
927	0.1530173553
928	0.1529293221
929	0.1528035932
930	0.1526965279
931	0.1526220844
932	0.1525617897
933	0.1525292375
934	0.1524418752
935	0.1523341636
936	0.1522214062
937	0.1521410644
938	0.1520798922
939	0.1519957491
940	0.1518554206
941	0.1517723072
942	0.151700493
943	0.1515960415
944	0.1515559494
945	0.1514573606
946	0.151308707
947	0.1512691667
948	0.1512258329
949	0.1511730122
950	0.1511415679
951	0.1510524564
952	0.1509785262
953	0.1508679203
954	0.15076704
955	0.1507147952
956	0.1506617177
957	0.1506304754
958	0.1505705614
959	0.1504849476
960	0.1503960958
961	0.1503394389
962	0.1502575856
963	0.1502018847
964	0.1501246414
965	0.1500599745
966	0.1499649205
967	0.1499281203
968	0.1497961026
969	0.1497034815
970	0.1496503141
971	0.1495539445
972	0.1494582148
973	0.1493759118
974	0.1493144612
975	0.1492689029
976	0.1491785722
977	0.1491061503
978	0.1490261644
979	0.1489774274
980	0.1489408399
981	0.1488435039
982	0.1487994851
983	0.1487560517
984	0.1486771682
985	0.1486354804
986	0.1485865061
987	0.1485286527
988	0.1484780267
989	0.1483908065
990	0.1483508309
991	0.1483167892
992	0.1482484706
993	0.1481566027
994	0.1480544973
995	0.1479877091
996	0.1478747638
997	0.1477536493
998	0.1476856217
999	0.1476174824
